"numero";"ano";"id_unidade_requisitante";"nome_unidade_requisitante";"id_unidade_custo";"nome_unidade_custo";"data_envio";"descricao";"local";"observacoes";"status";"processo"
"462";"2014";"290";"MUSEU CÂMARA CASCUDO";"290";"MUSEU CÂMARA CASCUDO";;"AO SUPERINTENDENTE DE INFRAESTRUTURA, DR. GUSTAVO COELHO / DPO,
PREZADOS SENHORES,
DIANTE DE REPETIDOS DESLIGAMENTOS DE ENERGIA ELÉTRICA NAS INSTALAÇÕES DO SETOR DE EXPOSIÇÕES DESTA UNIDADE, OCASIONANDO PREJUÍZOS À VISITAÇÃO E AOS RECÉM CHEGADOS ACERVOS DA EMPRESA DIÁRIO DE NATAL, ALI GUARDADOS, SOLICITAMOS UMA AVALIAÇÃO ELETROMECÂNICA DOS APARELHOS DE AR CONDICIONADO INSTALADOS NO LOCAL.
SALIENTAMOS QUE OS ACERVOS ACIMA REFERIDOS DEVEM SER MANTIDOS SOB REFRIGERAÇÃO 24 HORAS POR DIA, SEM OSCILAÇÃO, POIS OS NEGATIVOS (DE FOTOGRAFIAS) COM BASE DE NITRATO DE CELULOSE, CONFORME ORIENTAÇÃO BIBLIOGRÁFICA TÉCNICA, POR SEREM INSTÁVEIS POR NATUREZA, PODEM VIR A DEGRADAR-SE E ENTRAR EM COMBUSTÃO ESPONTÂNEA, DESTRUINDO COLEÇÕES INTEIRAS.
ASSIM SENDO, PARA EVITAR MALES MAIORES, APELAMOS PARA A NOSSA RESPONSABILIDADE INSTITUCIONAL COM OS ACERVOS MUSEOLÓGICOS.
ATENCIOSAMENTE,
PROFª SÔNIA OTHON - DIRETORA DO MCC/UFRN";"SETOR DE EXPOSIÇÕES - MUSEU CÂMARA CASCUDO/UFRN
AV. HERMES DA FONSECA, 1398 - TIROL - NATAL, RN";"";"ATENDIDA";"23077.7317/2014-92"
"427";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"23/01/2014";"SOLICITAÇÃO DE HABITE-SE JUNTO AO CORPO DE BOMBEIROS PARA PRAÇA CÍVICA DO UFRN";"PRAÇA CÍVICA";"";"ENVIADA_PROJETO";"23077.4305/2014-14"
"426";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"23/01/2014";"SOLICITAÇÃO DE HABITE-SE JUNTO AO CORPO DE BOMBEIROS PARA O GINÁSIO POLIESPORTIVO DA UFRN";"GINÁSIO";"";"ENVIADA_PROJETO";"23077.4306/2014-51"
"425";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"23/01/2014";"SOLICITA REMOÇÃO DA INFRAESTRUTURA DO LOCAL ONDE SERÁ REALIZADA A CONSTRUÇÃO DA 2ª FASE DO PRÉDIO DE ANÁLISES ESTRATIGRÁFICAS DO DEPARTAMENTO DE GEOLOGIA";"GEOLOGIA";"";"ATENDIDA";"23077.4307/2014-3"
"424";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"23/01/2014";"SOLICITA REMOÇÃO DA INFRAESTRUTURA DO LOCAL ONDE SERÁ REALIZADA A REFORMA E AMPLIAÇÃO DO DIMAP - CCET";"DIMAP";"";"ENVIADA_PROJETO";"23077.4308/2014-40"
"422";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"23/01/2014";"SOLICITA REMOÇÃO DE INFRAESTRUTURA DO LOCAL ONDE SERÁ CONSTRUÍDO O BLOCO I DE SALAS DE AULAS DO SETOR V";"SETOR V";"";"ENVIADA_PROJETO";"23077.4309/2014-94"
"420";"2014";"119";"ADMINISTRAÇÃO DO CCET";"119";"ADMINISTRAÇÃO DO CCET";"23/01/2014";"CONSTRUIR ESPAÇO DE LABORATÓRIO PARA INSTALAÇÃO E UTILIZAÇÃO DE TELESCÓPIO NO ESPAÇO PRÓXIMO A ANTENA QUE FICA LOCALIZADA, PRÓXIMO AO DEPARTAMENTO DE FÍSICA E AO SETOR DE AULAS II.";"Espaço próximo a antena que fica localizada, próximo ao Departamento de Física e ao Setor de Aulas II";"";"ENVIADA_PROJETO";"23077.7318/2014-37"
"385";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"REFORMA DO AUDITÓRIO DO DEPARTAMENTO DE GEOGRAFIA";"Departamento de Geografia - 3.780,54";"";"FINALIZADA_ATENDIMENTO";
"384";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"REFORMA DO MINI AUDITÓRIO DA SUPERINTENDÊNCIA DE COMUNICAÇÃO";"Superintendência de Comunicação - 38.261,66";"";"FINALIZADA_ATENDIMENTO";
"383";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"CONFECÇÃO E INSTALAÇÃO DE LETREIRO PARA A FACHADA DO MUSEU CÂMARA CASCUDO";"Museu Câmara Cascudo - 4.013,47";"";"FINALIZADA_ATENDIMENTO";
"382";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"EXECUÇÃO DE CALÇADA DE ACESSO AO BIOTÉRIO DE EXPERIMENTAÇÃO DO CB";"Biotério de Experimentação do CB - 68.455,43";"";"FINALIZADA_ATENDIMENTO";
"381";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"IMPERMEABILIZAÇÃO DE PAREDES, SUBSTITUIÇÃO DE REFLETORES E URBANIZAÇÃO DO ESTACIONAMENTO DO CENTRO DE EDUCAÇÃO";"Centro de Educação - 40.633,84";"";"FINALIZADA_ATENDIMENTO";
"380";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"ADEQUAÇÃO DOS BANHEIROS ADAPTADOS DO CENTRO DE EDUCAÇÃO";"Centro de Educação - 3.591,43";"";"FINALIZADA_ATENDIMENTO";
"379";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"RECUPERAÇÃO ESTRUTURAL DE VIGAS DO SETOR DE AULAS TEÓRICAS V";"Setor de Aulas Teóricas V - 56.322,79";"";"FINALIZADA_ATENDIMENTO";
"378";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"PINTURA EXTERNA DO PRÉDIO ADMINISTRATIVO DO CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"Prédio Administrativo do Centro de Ciências Sociais Aplicadas - 87.608,33";"";"FINALIZADA_ATENDIMENTO";
"377";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"ADAPTAÇÕES NO PRÉDIO DO NÚCLEO DE PRÁTICAS JURÍDICAS E PPGA";"Núcleo de Práticas Jurídicas e PPGA - 9.216,79";"";"FINALIZADA_ATENDIMENTO";
"376";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"22/01/2014";"REFORMA EM SALAS DA ALA DA DIREÇÃO DO CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"Direção do Centro de Ciências Sociais Aplicadas - 92.235,27";"";"FINALIZADA_ATENDIMENTO";
"330";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"21/01/2014";"SOLICITA EXECUÇÃO DE POÇO TUBULAR DO DOL";"DOL";"";"ATENDIDA";"23077.3507/2014-31"
"299";"2014";"2562";"CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA";"2562";"CCHLA - SECRETARIA ADMINISTRAÇÃO DO CCHLA";"17/01/2014";"SOLICITAMOS A DESIGNAÇÃO  DE UM ARQUITETO PARA AMBIENTAÇÃO DO PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS DA LINGUAGEM (PPGEL) E A ELABORAÇÃO DO PROJETO DE MÓVEIS PARA O REFERIDO PROGRAMA.";"PPgEL/ CCHLA";"";"ENVIADA_PROJETO";"23077.3509/2014-20"
"298";"2014";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";;"Reforma do Consultório de Histeroscopia da Maternidade Escola Januário Cicco.";"Maternidade Escola Januário Cicco";"";"PENDENTE AUTORIZAÇÃO CHEFIA";
"292";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"17/01/2014";"FORNECIMENTO E INSTALAÇÃO DE DIVISÓRIAS PARA LEITOS HOSPITALARES E RÉGUAS MODULARES PARA GASES MEDICINAIS";"UFRN";"";"ATENDIDA";"23077.3040/2014-29"
"290";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"17/01/2014";"ELABORAÇÃO DO PROJETO ELÉTRICO E DE LÓGICA PARA CONTAINERS - DEF";"DEF";"";"ATENDIDA";"23077.3041/2014-73"
"288";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"17/01/2014";"SOLICITO REMOÇÃO DA INFRAESTRUTURA DO LOCAL ONDE SERÃO CONSTRUÍDAS AS OBRAS: BLOCO I SALAS DE AULAS SETOR V, REFORMA E AMPLIAÇÃO DO DIMAP - CCET, CONSTRUÇÃO DA 2ª FASE DO PRÉDIO DE ANÁLISES ESTRATIGRÁFICAS DE DEPARTAMENTO DE GEOLOGIA";"CCET";"";"ATENDIDA";"23077.3042/2014-18"
"281";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"17/01/2014";"SOLICITAÇÃO DE HABITE-SE JUNTO AO CORPO DE BOMBEIROS PARA O GINÁSIO POLIESPORTIVO E PARA PRAÇA CÍVICA DA UFRN";"UFRN";"";"ATENDIDA";"23077.3043/2014-62"
"254";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"16/01/2014";"CONSTRUÇÃO DO BLOCO I DE SALAS DE AULA - SETOR V";"CAMPUS CENTRAL";"";"FINALIZADA_ATENDIMENTO";
"208";"2014";"440";"CENTRO DE BIOCIÊNCIAS";"440";"CENTRO DE BIOCIÊNCIAS";"15/01/2014";"PROJETO DA CASA DE VEGETAÇÃO DO CENTRO DE BIOCIÊNCIAS.";"Casa de Vegetação do Centro de Biociências";"";"ENVIADA_ORCAMENTO";"23077.3044/2014-15"
"179";"2014";"1740";"DMP - ALMOXARIFADO CENTRAL";"1423";"PROAD - DIRETORIA DE MATERIAL E PATRIMÔNIO";"14/01/2014";"CLIMATIZAÇÃO DO ALMOXARIFADO CENTRAL DA UFRN.";"Almoxarifado Central";"";"ENVIADA_PROJETO";"23077.3045/2014-51"
"136";"2014";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";"09/01/2014";"ADAPTAÇÃO DA LIGA PARA O CURSO DE MEDICINA NO CERES - CAMPUS DE CAICÓ.";"CERES - Campus de Caicó.";"";"ENVIADA_PROJETO";"23077.3046/2014-4"
"123";"2014";"203";"DEPARTAMENTO DE NUTRIÇÃO";"203";"DEPARTAMENTO DE NUTRIÇÃO";"09/01/2014";"IDENTIFICAÇÃO E MANUTENÇÃO DOS FOCOS DE INFILTRAÇÕES DE ÁGUA NOS GABINETES DOS PROFESSORES.";"DEPARTAMENTO DE NUTRIÇÃO";"";"ATENDIDA";"23077.3047/2014-41"
"99";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"08/01/2014";"FORNECIMENTO E INSTALAÇÃO DE EQUIPAMENTOS PARA SISTEMA DE MONITORAMENTO - CFTV";"UFRN";"";"ATENDIDA";"23077.1038/2014-15"
"98";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"08/01/2014";"FORNECIMENTO E INSTALAÇÃO DE SISTEMA DE CLIMATIZAÇÃO PARA UNIDADES HOSPITALARES";"UFRN";"";"ENVIADA_PROJETO";"23077.1039/2014-60"
"97";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"08/01/2014";"FORNECIMENTO E INSTALAÇÃO DE DIVISÓRIAS PARA LEITOS HOSPITALARES E RÉGUAS MODULARES PARA LAJES MEDICIAIS";"UFRN";"";"ATENDIDA";"23077.1040/2014-94"
"95";"2014";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"08/01/2014";"SERVIÇOS DE INSTALAÇÕES ELÉTRICAS EM BAIXA TENSÃO PARA DIVERSOS SETORES EM NATAL/RN";"NATAL";"";"ATENDIDA";"23077.1042/2014-83"
"91";"2014";"1430";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO DA SUP. INFRAESTRUTURA";"1609";"NESC - NÚCLEO DE ESTUDOS EM SAÚDE COLETIVA (ADM. CENTRAL)";"08/01/2014";"INSTALAÇÃO DE NOVOS PONTOS DE REDE DE ENERGIA NAS SALAS QUE ESTÃO FALTANDO. ESSE LEVANTAMENTO JÁ FOI REALIZADO PELA EQUIPE DE INFRA-ESTRUTURA (ENGENHEIRO JOÃO MAIA) PARA CRIAR UM PROJETO COM AS NOVAS SOLICITAÇÕES.";"NÚCLEO DE ESTUDOS EM SAÚDE COLETIVA";"Esta requisição de obra substitui a requisição de manutenção nº 7344/2013 cadastrada em 04/10/2013.";"ATENDIDA";"23077.1043/2014-28"
"89";"2014";"1430";"SUSTENTAÇÃO DE ESTOQUE DO ALMOXARIFADO DA SUP. INFRAESTRUTURA";"203";"DEPARTAMENTO DE NUTRIÇÃO";"08/01/2014";"IDENTIFICAÇÃO E MANUTENÇÃO DOS FOCOS DE INFILTRAÇÕES DE ÁGUA NOS GABINETES DOS PROFESSORES.";"DEPARTAMENTO DE NUTRIÇÃO";"Esta requisição de obra substitui a requisição de manutenção nº 6503/2013.";"ATENDIDA";"23077.1044/2014-72"
"34";"2014";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"02/01/2014";"EXECUÇÃO DE OBRAS DE REFORMA E AMPLIAÇÃO NO CAMPUS DE NATAL E NO CAMPUS DE MACAÍBA
ITEM 1: A - COMPLEMENTAÇÃO DA AMPLIAÇÃO DO DEPARTAMENTO DE COMUNICAÇÃO SOCIAL DO CCHLA NO CÂMPUS CENTRAL DA UFRN; ITEM 2: B -  CONSTRUÇÃO DO DEPÓSITO DE MATERIAIS DESCARTADOS CÂMPUS CENTRAL DA UFRN; ITEM 3: C -  ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE CENOTECNIA, ILUMINAÇÃO CÊNICA, CONFORTO E ISOLAMENTO ACÚSTICO, ÁUDIO E VÍDEO, PARA O TEATRO E AUDITÓRIO DA ESCOLA COMUNITÁRIA LYGIA MARIA ROCHA LEÃO LAPORTA E SALA 422 DO CENTRO DE PESQUISAS DO INSTITUTO INTERNACIONAL DE NEUROCIÊNCIAS DE NATAL, LOCALIZADO NO CAMPUS DO CÉREBRO NO MUNICÍPIO DE MACAÍBA/RN; ITEM 4: D - LEVANTAMENTO PLANIMÉTRICO CADASTRAL E FOTOGRAMÉTRICO DA ESCOLA AGRÍCOLA DE JUNDIAÍ; ITEM 5: E  REFORMA DO PRÉDIO DA REITORIA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE; ITEM 6: F  URBANIZAÇÃO DO ENTORNO DO PARQUE POLIESPORTIVO";"CAMPUS DE NATAL E CAMPUS DE MACAÍBA";"";"FINALIZADA_ATENDIMENTO";
"9000";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"26/12/2013";"CONSTRUÇÃO DE RESERVATÓRIOS:
	 ITEM 1: A CONSTRUÇÃO DO RESERVATÓRIO ELEVADO PARA ABASTECIMENTO DO CAMPUS CENTRAL DA UFRN ZONA CENTRAL 
	 ITEM 2: B CONSTRUÇÃO DO RESERVATÓRIO ELEVADO, RESERVATÓRIO INFERIOR E REDE DE DISTRIBUIÇÃO DE ÁGUA PARA ABASTECIMENTO DO CERES - CÂMPUS DE CAICÓ 
	 ITEM 3: C CONSTRUÇÃO DO RESERVATÓRIO ELEVADO, RESERVATÓRIO INFERIOR E REDE DE DISTRIBUIÇÃO DE ÁGUA PARA ABASTECIMENTO DO CERES - CÂMPUS DE CURRAIS NOVOS";"CAMPUS CENTRAL DA UFRN; CAMPUS DE CAICÓ; CAMPUS DE CURRAIS NOVOS";"";"FINALIZADA_ATENDIMENTO";
"8997";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"26/12/2013";"REFORMA DO PRÉDIO DO SERVIÇO DE NUTRIÇÃO E DIETÉTICA DA MATERNIDADE ESCOLA JANUÁRIO CICCO";"MATERNIDADE ESCOLA JANUÁRIO CICCO - UFRN";"";"FINALIZADA_ATENDIMENTO";
"8996";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"26/12/2013";"CONSTRUÇÃO DE RESERVATÓRIOS:
ITEM 1: A CONSTRUÇÃO DO RESERVATÓRIO ELEVADO PARA ABASTECIMENTO DO CAMPUS CENTRAL DA UFRN ZONA CENTRAL REFORMA E AMPLIAÇÃO DA SUBESTAÇÃO ABRIGADA DA REITORIA
ITEM 2: B CONSTRUÇÃO DO RESERVATÓRIO ELEVADO, RESERVATÓRIO INFERIOR E REDE DE DISTRIBUIÇÃO DE ÁGUA PARA ABASTECIMENTO DO CERES - CAMPUS DE CAICÓ
ITEM 3: C CONSTRUÇÃO DO RESERVATÓRIO ELEVADO, RESERVATÓRIO INFERIOR E REDE DE DISTRIBUIÇÃO DE ÁGUA PARA ABASTECIMENTO DO CERES - CAMPUS DE CURRAIS NOVOS";"CAMPUS CENTRAL DA UFRN; CAMPUS DE CAICÓ; CAMPUS DE CURRAIS NOVOS";"";"ENVIADA_LICITACAO";
"8995";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"26/12/2013";"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA A EXECUÇÃO DE OBRAS E SERVIÇOS NO CAMPUS DE NATAL E NO MUNICÍPIO DE EXTREMOZ:
	 ITEM 1: A - REDIMENSIONAMENTO DA REDE DE DISTRIBUIÇÃO DE ENERGIA, CONSTRUÇÃO DO MÓDULO DE MEDIÇÃO PRIMÁRIA E DA SUBESTAÇÃO ABRIGADA DO CENTRO TECNOLÓGICO DE AQUICULTURA NO MUNICÍPIO DE EXTREMOZ/RN
	 ITEM 2: B -  REFORMA E AMPLIAÇÃO DA SUBESTAÇÃO ABRIGADA DA REITORIA
  	ITEM 3: C - REFORMA NAS INSTALAÇÕES ELÉTRICAS NOS SETORES ACADÊMICO E ADMINISTRATIVO NO MUSEU CÂMARA CASCUDO";"CAMPUS DE NATAL E NO MUNICÍPIO DE EXTREMOZ";"";"FINALIZADA_ATENDIMENTO";
"8978";"2013";"61";"ADMINISTRAÇÃO DO CERES - CAICÓ";"1482";"CENTRO DE  ENSINO SUPERIOR DO SERIDÓ";;"PRECISAMOS DE UM ENGENHEIRO ELETRICISTA, UM ENGENHEIRO MECÂNICO E UM ENGENHEIRO CIVIL PARA REALIZAR UMA AVALIAÇÃO NO ANFITEATRO DO CERES.
PROBLEMAS:
1) VAZAMENTO NAS CALHAS DA COBERTURA.
2) AVALIAÇÃO DO SISTEMA ELÉTRICO E CARGA TÉRMICA PARA INSTALAÇÃO DE DOIS CONDICIONADORES DE AR.";"Anfiteatro do CERES";"";"ATENDIDA";"23077.165/2014-5"
"8946";"2013";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";;"SOLICITO ORÇAMENTO DE PAVIMENTAÇÃO ASFÁLTICA NO TOTAL DE 4.642,50M² PARA O ESTACIONAMENTO DO BLOCO DE AULAS DA GRADUAÇÃO E VIAS QUE DÃO ACESSO DA PORTARIA A DIREÇÃO DA ESCOLA AGRÍCOLA DE JUNDIAÍ.";"Escola Agrícola de Jundiaí.";"";"ENVIADA_PROJETO";"23077.166/2014-41"
"8934";"2013";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"18/12/2013";"PINTURA DAS FACHADAS DO PRÉDIO DA ADMINISTRAÇÃO, UTI, CENTRO CIRÚRGICO, CDI E LATERAIS DOS AMBULATÓRIOS DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES DA UFRN.";"Hospital Universitário Onofre Lopes da UFRN.";"";"FINALIZADA_ATENDIMENTO";
"8933";"2013";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"18/12/2013";"REFORMAS NAS INSTALAÇÕES ELÉTRICAS DE DIVERSOS SETORES DA UFRN.";"diversos setores da UFRN";"";"ESTORNADA";
"8820";"2013";"2641";"MEJC - SETOR DE COMPRAS";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";;"SOLICITAMOS A VOSSA SENHORIA ENVIAR UM ENGENHEIRO ELÉTRICO PARA DAR UM PARECER REFERENTE AS TOMADAS DOS SETORES DA UPH E UTINEONATAL.";"Maternidade Escola Januário Cicco";"";"ENVIADA_PROJETO";"23077.169/2014-85"
"8660";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"05/12/2013";"REFORMAS EM DIVERSOS DEPARTAMENTOS DO CENTRO DE BIOCIÊNCIAS DA UFRN";"CENTRO DE BIOCIÊNCIAS DA UFRN - R$ 236.624,71";"";"ENVIADA_LICITACAO";
"8659";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"05/12/2013";"REFORMAS E SERVIÇOS EM DIVERSOS SETORES DO CENTRO DE CIÊNCIAS DA SAÚDE DA UFRN";"CENTRO DE CIÊNCIAS DA SAÚDE DA UFRN - R$ 137.239,73";"";"ENVIADA_LICITACAO";
"8647";"2013";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"1463";"RESIDENCIAS UNIVERSITÁRIAS";;"FAZER JANELA DE VIDRO A PORTA DA SALA DE ESTUDO DA RESIDÊNCIA DA PÓS-GRADUAÇÃO.";"Residência da Pós-graduação.";"";"ENVIADA_PROJETO";"23077.170/2014-18"
"8596";"2013";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"03/12/2013";"AQUISIÇÃO E INSTALAÇÃO DO SISTEMA DE DETECÇÃO E ALARME CONTRA INCÊNDIO";"DPO/SIN";"";"ATENDIDA";"23077.74309/2013-71"
"8595";"2013";"1431";"DIRETORIA DE OBRAS";"1431";"DIRETORIA DE OBRAS";"03/12/2013";"AQUISIÇÃO E INSTALAÇÃO DO SISTEMA DE CHAMADAS PARA UTI´S";"DPO";"";"ATENDIDA";"23077.74310/2013-3"
"8582";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"03/12/2013";"REFORMAS EM DIVERSOS DEPARTAMENTOS DO CENTRO DE BIOCIÊNCIAS DA UFRN";"CENTRO DE BIOCIÊNCIAS DA UFRN - R$ 236.624,71";"";"FINALIZADA_ATENDIMENTO";"23077.74311/2013-40"
"8581";"2013";"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";"1480";"SECRETARIA DE EDUCAÇÃO A DISTÂNCIA";;"VERIFICAR EM REGIME DE URGÊNCIA A MALHA ELÉTRICA DO POLO DE APOIO PRESENCIAL DE NOVA CRUZ/RN - NESA/UFRN POIS, SEGUNDO RELATO DO COORDENADOR, PROFESSOR LUIZ AUGUSTO DE MORAIS, O POLO ESTÁ SEM ENERGIA ELÉTRICA DESDE A PRESENTE DATA, PREJUDICANDO O ANDAMENTO DAS ATIVIDADES ACADÊMICAS E ADMINISTRATIVA. AS INTERRUPÇÕES DO FORNECIMENTO DE ENERGIA NO REFERIDO POLO SÃO CONSTANTES.";"Endereço: NESA - Campus Nova Cruz, Rua Assis Chateaubriand, s/n  Centro, Nova Cruz/RN, CEP: 59215-000 
Telefones: (84) 3281.2013 - (84) 8735.0757";"";"ATENDIDA";"23077.172/2014-7"
"8578";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"03/12/2013";"REFORMAS E SERVIÇOS EM DIVERSOS SETORES DO CENTRO DE CIÊNCIAS DA SAÚDE DA UFRN";"CENTRO DE CIÊNCIAS DA SAÚDE DA UFRN - R$ 137.239,73";"";"FINALIZADA_ATENDIMENTO";"23077.74312/2013-94"
"8553";"2013";"6919";"INSTITUTO DE MEDICINA TROPICAL - IMT-RN";"6919";"INSTITUTO DE MEDICINA TROPICAL - IMT-RN";"02/12/2013";"INSTALAÇÃO DE PIA NA SALA DO GEL, ORIGINALMENTE PREVISTA NO PROJETO, E QUE NÃO FOI EXECUTADA. ESSA PIA É ESSENCIAL PARA O FIM A QUE FOI DESTINADO O AMBIENTE: REALIZAÇÃO DE GEIS.";"SAPEC";"";"ATENDIDA";"23077.74313/2013-39"
"8479";"2013";"176";"ADMINISTRAÇÃO DO CB";"176";"ADMINISTRAÇÃO DO CB";;"SOLICITAMOS COM URGÊNCIA UM PARECER POR ESCRITO DE UM ENGENHEIRO, SOB AS MAQUINAS DE AR (SPLIT) INSTALADAS NO PRÉDIO DO IMT NO CENTRO DE BIOCIÊNCIAS.";"Centro de Biociências / IMT ( procurar Anibal)";"";"ENVIADA_PROJETO";"23077.73121/2013-13"
"8469";"2013";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"20";"SUPERINTENDÊNCIA DE INFRAESTRUTURA";"27/11/2013";"AMPLIAÇÃO DA REDE DE GÁS GLP PARA O PRÉDIO DO DEPARTAMENTO DE NUTRIÇÃO E SAÚDE COLETIVA";"DEPARTAMENTO DE NUTRIÇÃO E SAÚDE COLETIVA - R$ 19.919,53";"";"FINALIZADA_ATENDIMENTO";
"8460";"2013";"156";"DIREÇÃO DO CCSA";"156";"DIREÇÃO DO CCSA";;"PREZADO GUSTAVO
PELO PRESENTE, RENOVAMOS O PEDIDO DE REFORMA DA COPA E DOS DEMAIS ESPAÇOS JUNTO À DIREÇÃO DO CCSA JÁ PROTOCOLADO HÁ BASTANTE TEMPO. A DEMORA NA EXECUÇÃO DOS SERVIÇOS TEM CAUSADO UM CONJUNTO DE PROBLEMAS. ASSIM, SOLICITAMOS  O SEU EMPENHO PARA RESOLVERMOS O PROBLEMA COM A MAIOR BREVIDADE.
GRATA PELA ATENÇÃO
MARIA ARLETE DUARTE DE ARAÚJO
DIRETORA DO CCSA";"Predio principal";"";"ATENDIDA";"23077.173/2014-43"
